filename,mean_speedKMH
2023-01-09-22,20
2023-01-09-23,12
2023-01-10-0,11
2023-01-10-1,22
2023-01-10-2,8
2023-01-10-3,18
2023-01-10-4,12
2023-01-10-5,16
2023-01-10-6,31
2023-01-10-7,25
2023-01-10-8,20
2023-01-10-9,19
2023-01-10-10,17
2023-01-10-11,17
2023-01-10-12,20
2023-01-10-13,16
2023-01-10-14,16
2023-01-10-15,18
2023-01-10-16,17
2023-01-10-17,19
2023-01-10-18,17
2023-01-10-19,19
2023-01-10-20,24
2023-01-10-21,9
2023-01-10-22,12
2023-01-10-23,9
2023-01-11-0,29
2023-01-11-1,36
2023-01-11-2,27
2023-01-11-3,45
2023-01-11-4,21
2023-01-11-6,38
2023-01-11-7,21
2023-01-11-8,24
2023-01-11-9,21
2023-01-11-10,17
2023-01-11-11,21
2023-01-11-12,20
2023-01-11-13,11
2023-01-11-14,12
2023-01-11-15,25
2023-01-11-16,13
2023-01-11-17,11
2023-01-11-18,12
2023-01-11-19,19
2023-01-11-20,20
2023-01-11-21,14
2023-01-11-22,12
2023-01-11-23,11
2023-01-12-0,40
2023-01-12-1,59
2023-01-12-2,18
2023-01-12-3,44
2023-01-12-4,16
2023-01-12-5,11
2023-01-12-6,12
2023-01-12-7,25
2023-01-12-8,18
2023-01-12-9,21
2023-01-12-10,19
2023-01-12-11,20
2023-01-12-12,19
2023-01-12-13,13
2023-01-12-14,21
2023-01-12-15,12
2023-01-12-16,15
2023-01-12-17,13
2023-01-12-18,12
2023-01-12-19,24
2023-01-12-20,26
2023-01-12-21,12
2023-01-12-22,25
2023-01-12-23,12
2023-01-13-0,10
2023-01-13-1,5
2023-01-13-2,46
2023-01-13-3,45
2023-01-13-4,35
2023-01-13-5,12
2023-01-13-6,17
2023-01-13-7,21
2023-01-13-8,21
2023-01-13-9,22
2023-01-13-10,22
2023-01-13-11,20
2023-01-13-12,16
2023-01-13-13,23
2023-01-13-14,20
2023-01-13-15,19
2023-01-13-16,18
2023-01-13-17,15
2023-01-13-18,13
2023-01-13-19,17
2023-01-13-20,25
2023-01-13-21,34
2023-01-13-22,22
2023-01-13-23,9
2023-01-14-0,36
2023-01-14-1,11
2023-01-14-2,15
2023-01-14-3,32
2023-01-14-4,11
2023-01-14-5,22
2023-01-14-6,11
2023-01-14-7,14
2023-01-14-8,22
2023-01-14-9,21
2023-01-14-10,17
2023-01-14-11,18
2023-01-14-12,15
2023-01-14-13,15
2023-01-14-14,14
2023-01-14-15,13
2023-01-14-16,10
2023-01-14-17,18
2023-01-14-18,19
2023-01-14-19,18
2023-01-14-20,27
2023-01-14-21,13
2023-01-14-22,14
2023-01-14-23,14
2023-01-15-0,9
2023-01-15-1,6
2023-01-15-2,9
2023-01-15-3,33
2023-01-15-4,13
2023-01-15-5,29
2023-01-15-6,15
2023-01-15-7,20
2023-01-15-8,11
2023-01-15-9,13
2023-01-15-10,21
2023-01-15-11,15
2023-01-15-12,22
2023-01-15-13,15
2023-01-15-14,17
2023-01-15-15,12
2023-01-15-16,17
2023-01-15-17,19
2023-01-15-18,22
2023-01-15-19,23
2023-01-15-20,13
2023-01-15-21,18
2023-01-15-22,12
2023-01-15-23,18
2023-01-16-0,12
2023-01-16-1,13
2023-01-16-2,35
2023-01-16-3,20
2023-01-16-4,6
2023-01-16-5,18
2023-01-16-6,22
2023-01-16-7,10
2023-01-16-8,9
2023-01-16-9,9
2023-01-16-10,13
2023-01-16-11,13
2023-01-16-12,16
2023-01-16-13,13
2023-01-16-14,12
2023-01-16-15,15
2023-01-16-16,14
2023-01-16-17,17
2023-01-16-18,13
2023-01-16-19,16
2023-01-16-20,14
2023-01-16-21,18
2023-01-16-22,13
2023-01-16-23,27
2023-01-17-0,10
2023-01-17-1,17
2023-01-17-3,9
2023-01-17-4,32
2023-01-17-5,21
2023-01-17-6,37
2023-01-17-7,19
2023-01-17-8,25
2023-01-17-9,22
2023-01-17-10,25
2023-01-17-11,22
2023-01-17-12,23
2023-01-17-13,13
2023-01-17-14,21
2023-01-17-15,21
2023-01-17-16,18
2023-01-17-17,14
2023-01-17-18,16
2023-01-17-19,13
2023-01-17-20,12
2023-01-17-21,12
2023-01-17-22,12
2023-01-17-23,28
2023-01-18-0,46
2023-01-18-1,27
2023-01-18-2,0
2023-01-18-3,40
2023-01-18-4,49
2023-01-18-5,44
2023-01-18-6,38
2023-01-18-7,20
2023-01-18-8,18
2023-01-18-9,19
2023-01-18-10,24
2023-01-18-11,23
2023-01-18-12,23
2023-01-18-13,21
2023-01-18-14,20
2023-01-18-15,13
2023-01-18-16,19
2023-01-18-17,18
2023-01-18-18,15
2023-01-18-19,13
2023-01-18-20,19
2023-01-18-21,14
2023-01-18-22,21
2023-01-18-23,11
2023-01-19-0,15
2023-01-19-1,48
2023-01-19-2,47
2023-01-19-3,36
2023-01-19-4,25
2023-01-19-5,23
2023-01-19-6,30
2023-01-19-7,17
2023-01-19-8,17
2023-01-19-9,19
2023-01-19-10,24
2023-01-19-11,21
2023-01-19-12,15
2023-01-19-13,14
2023-01-19-14,12
2023-01-19-15,21
2023-01-19-16,13
2023-01-19-17,22
2023-01-19-18,18
2023-01-19-19,19
2023-01-19-20,11
2023-01-19-21,12
2023-01-19-22,12
2023-01-19-23,16
2023-01-20-0,30
2023-01-20-1,21
2023-01-20-2,8
2023-01-20-3,24
2023-01-20-4,34
2023-01-20-5,22
2023-01-20-6,40
2023-01-20-7,23
2023-01-20-8,21
2023-01-20-9,16
2023-01-20-10,18
2023-01-20-11,20
2023-01-20-12,19
2023-01-20-13,19
2023-01-20-14,24
2023-01-20-15,16
2023-01-20-16,17
2023-01-20-17,13
2023-01-20-18,13
2023-01-20-19,17
2023-01-20-20,17
2023-01-20-21,22
2023-01-20-22,19
2023-01-20-23,29
2023-01-21-0,16
2023-01-21-1,25
2023-01-21-2,8
2023-01-21-3,10
2023-01-21-4,23
2023-01-21-5,47
2023-01-21-6,13
2023-01-21-7,13
2023-01-21-8,30
2023-01-21-9,17
2023-01-21-10,15
2023-01-21-11,15
2023-01-21-12,14
2023-01-21-13,10
2023-01-21-14,13
2023-01-21-15,11
2023-01-21-16,11
2023-01-21-17,11
2023-01-21-18,12
2023-01-21-19,10
2023-01-21-20,10
2023-01-21-21,12
2023-01-21-22,11
2023-01-21-23,11
2023-01-22-0,9
2023-01-22-1,5
2023-01-22-2,9
2023-01-22-3,29
2023-01-22-4,13
2023-01-22-5,15
2023-01-22-6,12
2023-01-22-7,11
2023-01-22-8,12
2023-01-22-9,10
2023-01-22-10,16
2023-01-22-11,13
2023-01-22-12,13
2023-01-22-13,13
2023-01-22-14,12
2023-01-22-15,16
2023-01-22-16,12
2023-01-22-17,12
2023-01-22-18,11
2023-01-22-19,11
2023-01-22-20,10
2023-01-22-21,12
2023-01-22-22,10
2023-01-22-23,10
2023-01-23-0,13
2023-01-23-1,25
2023-01-23-2,8
2023-01-23-3,15
2023-01-23-5,11
2023-01-23-6,39
2023-01-23-7,21
2023-01-23-8,14
2023-01-23-9,23
2023-01-23-10,17
2023-01-23-11,15
2023-01-23-12,15
2023-01-23-13,15
2023-01-23-14,20
2023-01-23-15,25
2023-01-23-16,24
2023-01-23-17,18
2023-01-23-18,13
2023-01-23-19,11
2023-01-23-20,11
2023-01-23-21,18
2023-01-23-22,13
2023-01-23-23,25
2023-01-24-0,7
2023-01-24-1,14
2023-01-24-2,15
2023-01-24-3,10
2023-01-24-4,7
2023-01-24-5,25
2023-01-24-6,35
2023-01-24-7,14
2023-01-24-8,20
2023-01-24-9,21
2023-01-24-10,26
2023-01-24-11,20
2023-01-24-12,21
2023-01-24-13,11
2023-01-24-14,18
2023-01-24-15,21
2023-01-24-16,21
2023-01-24-17,19
2023-01-24-18,17
2023-01-24-19,20
2023-01-24-20,23
2023-01-24-21,12
2023-01-24-22,11
2023-01-24-23,18
2023-01-25-0,18
2023-01-25-1,18
2023-01-25-2,22
2023-01-25-3,12
2023-01-25-4,11
2023-01-25-5,29
2023-01-25-6,28
2023-01-25-7,22
2023-01-25-8,19
2023-01-25-9,21
2023-01-25-10,21
2023-01-25-11,13
2023-01-25-12,19
2023-01-25-13,10
2023-01-25-14,14
2023-01-25-15,14
2023-01-25-16,16
2023-01-25-17,21
2023-01-25-18,21
2023-01-25-19,22
2023-01-25-20,18
2023-01-25-21,13
2023-01-25-22,12
2023-01-25-23,12
2023-01-26-0,16
2023-01-26-1,8
2023-01-26-5,20
2023-01-26-6,14
2023-01-26-7,26
2023-01-26-8,23
2023-01-26-9,17
2023-01-26-10,16
2023-01-26-11,19
2023-01-26-12,20
2023-01-26-13,26
2023-01-26-14,12
2023-01-26-15,12
2023-01-26-16,15
2023-01-26-17,18
2023-01-26-18,14
2023-01-26-19,19
2023-01-26-20,18
2023-01-26-21,16
2023-01-26-22,16
2023-01-26-23,11
2023-01-27-0,21
2023-01-27-1,40
2023-01-27-2,8
2023-01-27-3,12
2023-01-27-4,32
2023-01-27-5,29
2023-01-27-6,24
2023-01-27-7,22
2023-01-27-8,15
2023-01-27-9,22
2023-01-27-10,25
2023-01-27-11,10
2023-01-27-12,15
2023-01-27-13,11
2023-01-27-14,21
2023-01-27-15,20
2023-01-27-16,17
2023-01-27-17,20
2023-01-27-18,19
2023-01-27-19,19
2023-01-27-20,14
2023-01-27-21,15
2023-01-27-22,13
2023-01-27-23,10
2023-01-28-0,15
2023-01-28-1,13
2023-01-28-2,8
2023-01-28-3,7
2023-01-28-4,11
2023-01-28-5,12
2023-01-28-6,11
2023-01-28-7,37
2023-01-28-8,24
2023-01-28-9,19
2023-01-28-10,23
2023-01-28-11,15
2023-01-28-12,14
2023-01-28-13,10
2023-01-28-14,16
2023-01-28-15,12
2023-01-28-16,11
2023-01-28-17,13
2023-01-28-18,13
2023-01-28-19,11
2023-01-28-20,14
2023-01-28-21,11
2023-01-28-22,12
2023-01-28-23,12
2023-01-29-0,12
2023-01-29-1,15
2023-01-29-2,8
2023-01-29-3,7
2023-01-29-4,24
2023-01-29-5,13
2023-01-29-6,11
2023-01-29-7,14
2023-01-29-8,11
2023-01-29-9,18
2023-01-29-10,12
2023-01-29-11,17
2023-01-29-12,11
2023-01-29-13,14
2023-01-29-14,18
2023-01-29-15,25
2023-01-29-16,23
2023-01-29-17,21
2023-01-29-18,16
2023-01-30-6,6
2023-01-30-7,21
2023-01-30-8,12
2023-01-30-9,20
2023-01-30-10,22
2023-01-30-11,22
2023-01-30-12,25
2023-01-30-13,21
2023-01-30-14,14
2023-01-30-15,16
2023-01-30-16,16
2023-01-30-17,14
2023-01-30-18,15
2023-01-30-19,12
2023-01-30-20,11
2023-01-30-21,12
2023-01-30-22,16
2023-01-30-23,39
2023-01-31-0,13
2023-01-31-1,11
2023-01-31-2,5
2023-01-31-3,22
2023-01-31-4,25
2023-01-31-5,14
2023-01-31-6,21
2023-01-31-7,21
2023-01-31-8,13
2023-01-31-9,23
2023-01-31-10,23
2023-01-31-11,25
2023-01-31-12,21
2023-01-31-13,11
2023-01-31-14,22
2023-01-31-15,22
2023-01-31-16,17
2023-01-31-17,16
2023-01-31-18,15
2023-01-31-19,16
2023-01-31-20,9
2023-01-31-21,16
2023-01-31-22,32
2023-01-31-23,17
2023-02-01-0,5
2023-02-01-1,20
2023-02-01-2,37
2023-02-01-3,15
2023-02-01-4,14
2023-02-01-5,11
2023-02-01-6,36
2023-02-01-7,14
2023-02-01-8,28
2023-02-01-9,20
2023-02-01-10,22
2023-02-01-11,23
2023-02-01-12,23
2023-02-01-13,12
2023-02-01-14,22
2023-02-01-15,21
2023-02-01-16,19
2023-02-01-17,18
2023-02-01-18,16
2023-02-01-19,16
2023-02-01-20,10
2023-02-01-21,27
2023-02-01-22,24
2023-02-01-23,10
2023-02-02-0,17
2023-02-02-1,32
2023-02-02-2,24
2023-02-02-3,55
2023-02-02-4,51
2023-02-02-5,28
2023-02-02-6,17
2023-02-02-7,25
2023-02-02-8,14
2023-02-02-9,29
2023-02-02-10,14
2023-02-02-11,17
2023-02-02-12,11
2023-02-02-13,10
2023-02-02-14,19
2023-02-02-15,11
2023-02-02-16,16
2023-02-02-17,16
2023-02-02-18,19
2023-02-02-19,10
2023-02-02-20,13
2023-02-02-21,11
2023-02-02-22,13
2023-02-02-23,11
2023-02-03-0,15
2023-02-03-1,43
2023-02-03-2,48
2023-02-03-3,51
2023-02-03-4,26
2023-02-03-5,10
2023-02-03-6,14
2023-02-03-7,22
2023-02-03-8,26
2023-02-03-9,18
2023-02-03-10,20
2023-02-03-11,14
2023-02-03-12,13
2023-02-03-13,15
2023-02-03-14,19
2023-02-03-15,23
2023-02-03-16,20
2023-02-03-17,17
2023-02-03-18,16
2023-02-03-19,19
2023-02-03-20,13
2023-02-03-21,11
2023-02-03-22,15
2023-02-03-23,16
2023-02-04-0,9
2023-02-04-1,9
2023-02-04-2,37
2023-02-04-3,8
2023-02-04-4,37
2023-02-04-5,38
2023-02-04-6,12
2023-02-04-7,12
2023-02-04-8,12
2023-02-04-9,10
2023-02-04-10,10
2023-02-04-11,11
2023-02-04-12,13
2023-02-04-13,12
2023-02-04-14,22
2023-02-04-15,11
2023-02-04-16,11
2023-02-04-17,12
2023-02-04-18,12
2023-02-04-19,12
2023-02-04-20,13
2023-02-04-21,14
2023-02-04-22,12
2023-02-04-23,12
2023-02-05-0,8
2023-02-05-1,15
2023-02-05-2,11
2023-02-05-3,40
2023-02-05-4,13
2023-02-05-5,9
2023-02-05-6,12
2023-02-05-7,16
2023-02-05-8,11
2023-02-05-9,13
2023-02-05-10,9
2023-02-05-11,12
2023-02-05-12,12
2023-02-05-13,13
2023-02-05-14,11
2023-02-05-15,11
2023-02-05-16,13
2023-02-05-17,11
2023-02-05-18,10
2023-02-05-19,12
2023-02-05-20,19
2023-02-05-21,11
2023-02-05-22,11
2023-02-05-23,23
2023-02-06-0,29
2023-02-06-1,21
2023-02-06-2,19
2023-02-06-3,18
2023-02-06-4,26
2023-02-06-5,15
2023-02-06-6,20
2023-02-06-7,24
2023-02-06-8,24
2023-02-06-9,16
2023-02-06-10,25
2023-02-06-11,22
2023-02-06-12,11
2023-02-06-13,11
2023-02-06-14,15
2023-02-06-15,13
2023-02-06-16,12
2023-02-06-17,14
2023-02-06-18,13
2023-02-06-19,11
2023-02-06-20,13
2023-02-06-21,19
2023-02-06-22,13
2023-02-06-23,17
2023-02-07-0,5
2023-02-07-1,42
2023-02-07-2,7
2023-02-07-3,16
2023-02-07-4,43
2023-02-07-5,26
2023-02-07-6,12
2023-02-07-7,20
2023-02-07-8,15
2023-02-07-9,24
2023-02-07-10,25
2023-02-07-11,17
2023-02-07-12,11
2023-02-07-13,13
2023-02-07-14,18
2023-02-07-15,15
2023-02-07-16,13
2023-02-07-17,13
2023-02-07-18,14
2023-02-07-19,11
2023-02-07-20,15
2023-02-07-21,11
2023-02-07-22,16
2023-02-07-23,15
2023-02-08-0,34
2023-02-08-1,11
2023-02-08-2,10
2023-02-08-3,26
2023-02-08-4,32
2023-02-08-5,24
2023-02-08-6,26
2023-02-08-7,14
2023-02-08-8,23
2023-02-08-9,20
2023-02-08-10,19
2023-02-08-11,20
2023-02-08-12,18
2023-02-08-13,14
2023-02-08-14,19
2023-02-08-15,18
2023-02-08-16,17
2023-02-08-17,16
2023-02-08-18,15
2023-02-08-19,17
2023-02-08-20,11
2023-02-08-21,11
2023-02-08-22,43
2023-02-08-23,47
2023-02-09-0,45
2023-02-09-1,45
2023-02-09-2,16
2023-02-09-3,16
2023-02-09-4,43
2023-02-09-5,27
2023-02-09-6,28
2023-02-09-7,15
2023-02-09-8,20
2023-02-09-9,22
2023-02-09-10,22
2023-02-09-11,16
2023-02-09-12,11
2023-02-09-13,14
2023-02-09-14,15
2023-02-09-15,21
2023-02-09-16,14
2023-02-09-17,15
2023-02-09-18,12
2023-02-09-19,21
2023-02-09-20,19
2023-02-09-21,22
2023-02-09-22,14
2023-02-09-23,15
2023-02-10-0,5
2023-02-10-1,44
2023-02-10-2,17
2023-02-10-3,28
2023-02-10-4,38
2023-02-10-5,8
2023-02-10-6,16
2023-02-10-7,16
2023-02-10-8,14
2023-02-10-9,14
2023-02-10-10,21
2023-02-10-11,12
2023-02-10-12,18
2023-02-10-13,10
2023-02-10-14,14
2023-02-10-15,18
2023-02-10-16,20
2023-02-10-17,16
2023-02-10-18,16
2023-02-10-19,18
2023-02-10-20,21
2023-02-10-21,20
2023-02-10-22,11
2023-02-10-23,15
2023-02-11-0,20
2023-02-11-1,19
2023-02-11-2,10
2023-02-11-3,7
2023-02-11-4,18
2023-02-11-5,14
2023-02-11-6,11
2023-02-11-7,17
2023-02-11-8,23
2023-02-11-9,13
2023-02-11-10,19
2023-02-11-11,14
2023-02-11-12,11
2023-02-11-13,12
2023-02-11-14,10
2023-02-11-15,12
2023-02-11-16,12
2023-02-11-17,12
2023-02-11-18,13
2023-02-11-19,11
2023-02-11-20,14
2023-02-11-21,10
2023-02-11-22,13
2023-02-11-23,20
2023-02-12-0,22
2023-02-12-1,14
2023-02-12-2,7
2023-02-12-3,14
2023-02-12-4,18
2023-02-12-5,13
2023-02-12-6,24
2023-02-12-7,13
2023-02-12-8,21
2023-02-12-9,10
2023-02-12-10,9
2023-02-12-11,13
2023-02-12-12,12
2023-02-12-13,9
2023-02-12-14,11
2023-02-12-15,12
2023-02-12-16,12
2023-02-12-17,13
2023-02-12-18,16
2023-02-12-19,16
2023-02-12-20,11
2023-02-12-21,15
2023-02-12-22,13
2023-02-12-23,27
2023-02-13-0,19
2023-02-13-1,35
2023-02-13-2,31
2023-02-13-3,13
2023-02-13-5,5
2023-02-13-6,28
2023-02-13-7,14
2023-02-13-8,13
2023-02-13-9,17
2023-02-13-10,20
2023-02-13-11,18
2023-02-13-12,17
2023-02-13-13,12
2023-02-13-14,21
2023-02-13-15,16
2023-02-13-16,22
2023-02-13-17,16
2023-02-13-18,16
2023-02-13-19,10
2023-02-13-20,10
2023-02-13-21,11
2023-02-13-22,20
2023-02-13-23,35
2023-02-14-0,23
2023-02-14-1,33
2023-02-14-2,44
2023-02-14-3,21
2023-02-14-4,65
2023-02-14-5,10
2023-02-14-6,31
2023-02-14-7,16
2023-02-14-8,22
2023-02-14-9,24
2023-02-14-10,20
2023-02-14-11,19
2023-02-14-12,23
2023-02-14-13,11
2023-02-14-14,15
2023-02-14-15,16
2023-02-14-16,22
2023-02-14-17,17
2023-02-14-18,17
2023-02-14-19,23
2023-02-14-20,10
2023-02-14-21,13
2023-02-14-22,12
2023-02-14-23,12
2023-02-15-0,12
2023-02-15-1,15
2023-02-15-3,18
2023-02-15-4,18
2023-02-15-5,21
2023-02-15-6,31
2023-02-15-7,21
2023-02-15-8,20
2023-02-15-9,20
2023-02-15-10,21
2023-02-15-11,17
2023-02-15-12,11
2023-02-15-13,10
2023-02-15-14,25
2023-02-15-15,16
2023-02-15-16,14
2023-02-15-17,16
2023-02-15-18,13
2023-02-15-19,16
2023-02-15-20,11
2023-02-15-21,12
2023-02-15-22,11
2023-02-15-23,14
2023-02-16-0,18
2023-02-16-1,23
2023-02-16-2,16
2023-02-16-3,33
2023-02-16-4,19
2023-02-16-5,30
2023-02-16-6,27
2023-02-16-7,15
2023-02-16-8,15
2023-02-16-9,18
2023-02-16-10,20
2023-02-16-11,19
2023-02-16-12,18
2023-02-16-13,10
2023-02-16-14,19
2023-02-16-15,17
2023-02-16-16,15
2023-02-16-17,13
2023-02-16-18,13
2023-02-16-19,16
2023-02-16-20,13
2023-02-16-21,20
2023-02-16-22,29
2023-02-16-23,13
2023-02-17-0,10
2023-02-17-1,9
2023-02-17-2,15
2023-02-17-3,35
2023-02-17-4,11
2023-02-17-5,14
2023-02-17-6,39
2023-02-17-7,13
2023-02-17-8,18
2023-02-17-9,15
2023-02-17-10,21
2023-02-17-11,18
2023-02-17-12,18
2023-02-17-13,14
2023-02-17-14,14
2023-02-17-15,16
2023-02-17-16,14
2023-02-17-17,12
2023-02-17-18,13
2023-02-17-19,14
2023-02-17-20,13
2023-02-17-21,13
2023-02-17-22,12
2023-02-17-23,9
2023-02-18-0,10
2023-02-18-1,12
2023-02-18-2,7
2023-02-18-3,12
2023-02-18-4,26
2023-02-18-5,11
2023-02-18-6,27
2023-02-18-7,13
2023-02-18-8,10
2023-02-18-9,15
2023-02-18-10,17
2023-02-18-11,15
2023-02-18-12,14
2023-02-18-13,15
2023-02-18-14,16
2023-02-18-15,15
2023-02-18-16,9
2023-02-18-17,11
2023-02-18-18,12
2023-02-18-19,10
2023-02-18-20,10
2023-02-18-21,9
2023-02-18-22,11
2023-02-18-23,10
2023-02-19-0,11
2023-02-19-1,8
2023-02-19-2,10
2023-02-19-3,31
2023-02-19-4,15
2023-02-19-5,10
2023-02-19-6,12
2023-02-19-7,12
2023-02-19-8,10
2023-02-19-9,13
2023-02-19-10,13
2023-02-19-11,12
2023-02-19-12,12
2023-02-19-13,14
2023-02-19-14,12
2023-02-19-15,12
2023-02-19-16,22
2023-02-19-17,11
2023-02-19-18,11
2023-02-19-19,14
2023-02-19-20,11
2023-02-19-21,11
2023-02-19-22,12
2023-02-19-23,10
2023-02-20-0,10
2023-02-20-1,33
2023-02-20-2,4
2023-02-20-3,36
2023-02-20-4,50
2023-02-20-5,48
2023-02-20-6,12
2023-02-20-7,11
2023-02-20-8,13
2023-02-20-9,19
2023-02-20-10,12
2023-02-20-11,16
2023-02-20-12,20
2023-02-20-13,16
2023-02-20-14,21
2023-02-20-15,26
2023-02-20-16,23
2023-02-20-17,20
2023-02-20-18,25
2023-02-20-19,31
2023-02-20-20,15
2023-02-20-21,12
2023-02-20-22,12
2023-02-20-23,30
2023-02-21-0,12
2023-02-21-1,16
2023-02-21-2,11
2023-02-21-3,19
2023-02-21-4,43
2023-02-21-5,8
2023-02-21-6,10
2023-02-21-7,14
2023-02-21-8,19
2023-02-21-9,15
2023-02-21-10,26
2023-02-21-11,21
2023-02-21-12,20
2023-02-21-13,9
2023-02-21-14,11
2023-02-21-15,12
2023-02-21-16,13
2023-02-21-17,11
2023-02-21-18,11
2023-02-21-19,12
2023-02-21-20,9
2023-02-21-21,12
2023-02-21-22,13
2023-02-21-23,8
2023-02-22-0,19
2023-02-22-1,10
2023-02-22-2,35
2023-02-22-3,17
2023-02-22-4,32
2023-02-22-5,11
2023-02-22-6,27
2023-02-22-7,18
2023-02-22-8,17
2023-02-22-9,20
2023-02-22-10,19
2023-02-22-11,15
2023-02-22-12,13
2023-02-22-13,12
2023-02-22-14,15
2023-02-22-15,15
2023-02-22-16,15
2023-02-22-17,17
2023-02-22-18,15
2023-02-22-19,16
2023-02-22-20,12
2023-02-22-21,11
2023-02-22-22,12
2023-02-22-23,9
2023-02-23-0,10
2023-02-23-3,28
2023-02-23-4,19
2023-02-23-5,21
2023-02-23-6,16
2023-02-23-7,19
2023-02-23-8,23
2023-02-23-9,25
2023-02-23-10,22
2023-02-23-11,18
2023-02-23-12,15
2023-02-23-13,10
2023-02-23-14,11
2023-02-23-15,12
2023-02-23-16,10
2023-02-23-17,18
2023-02-23-18,17
2023-02-23-19,31
2023-02-23-20,11
